Area,Instructions,Size,Priority,Bandwidth,Delay,Score,Allocated_Worker
2,245,27,0.0,22,99,3.12,3
3,270,21,0.0,17,80,21.12,3
2,213,22,0.0,1,89,11.88,3
2,252,24,0.0,10,89,12.24,3
3,294,26,0.0,16,83,18.24,3
3,230,26,0.0,13,98,3.72,3
3,286,25,0.0,14,96,5.64,3
1,287,30,0.0,8,74,26.52,3
3,252,26,0.0,2,72,28.2,3
3,207,26,0.0,8,72,28.44,3
1,223,30,0.0,12,74,26.64,3
3,209,24,0.0,2,71,29.16,3
3,203,22,0.0,7,84,16.92,3
1,234,29,0.0,22,87,14.64,3
2,299,21,0.0,13,96,5.64,3
1,233,22,0.0,19,72,28.92,3
1,293,30,0.0,9,79,21.72,3
3,212,21,0.0,2,74,26.28,3
3,286,23,0.0,23,91,10.8,3
2,209,23,0.0,17,79,22.08,3
1,257,22,0.0,18,85,16.32,3
1,229,29,0.0,1,92,9.0,3
2,227,28,0.0,23,79,22.32,3
3,242,25,0.0,10,81,19.92,3
1,266,24,0.0,14,98,3.72,3
1,258,30,0.0,11,76,24.72,3
3,281,29,0.0,21,87,14.52,3
1,287,27,0.0,14,73,27.72,3
2,205,30,0.0,7,89,12.12,3
1,254,29,0.0,6,76,24.48,3
3,239,28,0.0,17,74,26.88,3
1,274,30,0.0,11,83,18.0,3
2,243,22,0.0,22,89,12.72,3
1,245,25,0.0,19,92,9.72,3
3,255,28,0.0,17,80,21.12,3
1,274,22,0.0,24,91,10.8,3
1,248,24,0.0,1,91,9.96,3
2,239,27,0.0,6,87,13.92,3
3,226,30,0.0,14,96,5.64,3
2,265,27,0.0,10,83,18.0,3
1,223,30,0.0,21,85,16.44,3
1,265,25,0.0,13,74,26.76,3
3,224,28,0.0,13,91,10.44,3
2,298,29,0.0,22,82,19.44,3
3,205,21,0.0,17,98,3.84,3
1,221,30,0.0,18,96,5.76,3
2,274,28,0.0,21,90,11.64,3
2,247,21,0.0,24,97,5.04,3
2,218,22,0.0,2,71,29.16,3
2,213,24,0.0,9,84,16.92,3
3,267,26,0.0,9,73,27.48,3
2,273,30,0.0,22,93,8.88,3
1,299,30,0.0,10,89,12.24,3
1,243,22,0.0,22,76,25.2,3
2,221,26,0.0,14,97,4.68,3
2,202,27,0.0,11,87,14.16,3
1,287,24,0.0,12,76,24.72,3
3,292,21,0.0,3,76,24.36,3
1,293,25,0.0,17,75,25.92,3
2,274,27,0.0,7,90,11.16,3
3,288,21,0.0,17,98,3.84,3
3,265,25,0.0,14,77,23.88,3
2,201,27,0.0,13,72,28.68,3
1,247,24,0.0,14,79,21.96,3
3,244,30,0.0,18,91,10.56,3
2,256,30,0.0,22,95,6.96,3
2,299,24,0.0,18,99,2.88,3
3,210,22,0.0,4,89,12.0,3
1,278,22,0.0,15,89,12.36,3
3,275,26,0.0,6,98,3.36,3
1,232,24,0.0,18,91,10.56,3
1,257,24,0.0,3,78,22.44,3
2,241,29,0.0,13,72,28.68,3
2,297,21,0.0,9,72,28.44,3
2,255,21,0.0,10,79,21.84,3
2,249,29,0.0,9,78,22.68,3
1,249,24,0.0,19,86,15.48,3
1,271,25,0.0,23,91,10.8,3
3,287,29,0.0,6,73,27.36,3
1,211,23,0.0,2,85,15.72,3
2,283,22,0.0,9,91,10.2,3
2,256,24,0.0,4,86,14.88,3
3,253,21,0.0,4,90,11.04,3
3,234,28,0.0,5,85,15.84,3
2,298,26,0.0,14,75,25.8,3
1,206,30,0.0,16,90,11.52,3
1,219,28,0.0,15,85,16.2,3
1,223,26,0.0,5,82,18.72,3
1,283,26,0.0,18,78,23.04,3
1,242,23,0.0,2,100,1.32,3
1,272,27,0.0,13,86,15.24,3
2,214,22,0.0,24,84,17.52,3
1,206,26,0.0,13,86,15.24,3
2,249,28,0.0,6,96,5.28,3
2,234,29,0.0,1,91,9.96,3
1,217,27,0.0,3,88,12.84,3
2,300,26,0.0,4,79,21.6,3
1,213,26,0.0,22,84,17.52,3
3,227,22,0.0,9,75,25.56,3
1,232,21,0.0,16,90,11.52,3
3,229,22,0.0,15,75,25.8,3
1,243,26,0.0,8,85,15.96,3
3,278,22,0.0,7,73,27.48,3
2,249,25,0.0,10,89,12.24,3
1,232,29,0.0,2,98,3.24,3
3,261,30,0.0,20,75,26.04,3
2,234,27,0.0,17,89,12.48,3
2,229,30,0.0,5,94,7.2,3
1,262,23,0.0,2,83,17.64,3
2,203,22,0.0,11,99,2.64,3
2,261,27,0.0,10,77,23.76,3
3,245,22,0.0,1,89,11.88,3
2,206,29,0.0,18,97,4.8,3
1,230,23,0.0,12,73,27.6,3
3,223,21,0.0,9,84,16.92,3
3,280,25,0.0,20,94,7.8,3
1,243,25,0.0,21,90,11.64,3
2,243,23,0.0,17,83,18.24,3
2,279,30,0.0,23,80,21.36,3
3,275,30,0.0,8,71,29.4,3
2,221,21,0.0,5,97,4.32,3
2,234,21,0.0,20,72,28.92,3
3,205,27,0.0,3,96,5.16,3
3,296,28,0.0,23,79,22.32,3
1,290,30,0.0,24,92,9.84,3
2,201,29,0.0,19,89,12.6,3
2,227,25,0.0,24,86,15.6,3
3,267,30,0.0,12,78,22.8,3
2,251,24,0.0,6,100,1.44,3
2,203,24,0.0,22,87,14.64,3
2,228,28,0.0,3,85,15.72,3
1,292,27,0.0,17,98,3.84,3
1,273,27,0.0,6,86,14.88,3
1,207,24,0.0,2,98,3.24,3
2,296,23,0.0,4,86,14.88,3
2,209,24,0.0,10,73,27.6,3
3,219,25,0.0,3,97,4.2,3
2,208,30,0.0,4,74,26.4,3
2,278,23,0.0,14,92,9.48,3
2,288,29,0.0,17,72,28.8,3
1,278,23,0.0,15,91,10.44,3
3,216,22,0.0,15,98,3.72,3
3,294,26,0.0,13,79,21.96,3
1,260,29,0.0,21,81,20.28,3
2,231,24,0.0,18,87,14.4,3
2,285,26,0.0,15,74,26.76,3
3,223,24,0.0,24,84,17.52,3
2,249,24,0.0,8,74,26.52,3
3,212,24,0.0,3,81,19.56,3
3,214,25,0.0,18,75,25.92,3
3,287,30,0.0,4,100,1.44,3
2,270,22,0.0,20,86,15.48,3
3,276,21,0.0,9,76,24.6,3
2,236,30,0.0,18,96,5.76,3
2,280,22,0.0,21,76,25.08,3
3,218,28,0.0,2,72,28.2,3
2,201,26,0.0,19,96,5.88,3
3,208,23,0.0,2,77,23.4,3
2,260,30,0.0,1,84,16.68,3
2,228,25,0.0,18,79,22.08,3
3,212,30,0.0,17,71,29.76,3
2,288,21,0.0,17,77,24.0,3
2,229,26,0.0,16,87,14.4,3
1,201,29,0.0,19,85,16.44,3
1,210,22,0.0,12,86,15.12,3
3,206,27,0.0,11,76,24.72,3
1,201,29,0.0,2,89,11.88,3
3,297,26,0.0,15,94,7.56,3
3,215,22,0.0,6,84,16.8,3
3,270,28,0.0,2,73,27.24,3
2,285,24,0.0,19,76,25.08,3
3,205,23,0.0,3,79,21.48,3
3,256,28,0.0,6,73,27.36,3
3,204,30,0.0,12,95,6.48,3
1,211,21,0.0,5,88,12.96,3
1,289,25,0.0,19,76,25.08,3
1,260,27,0.0,14,99,2.76,3
3,233,27,0.0,20,90,11.64,3
2,254,23,0.0,14,99,2.76,3
3,201,22,0.0,21,83,18.36,3
3,274,30,0.0,19,95,6.84,3
2,249,26,0.0,3,86,14.76,3
3,234,24,0.0,21,92,9.72,3
1,285,26,0.0,9,87,14.04,3
1,262,28,0.0,16,86,15.36,3
2,262,28,0.0,5,79,21.6,3
2,281,30,0.0,7,73,27.48,3
2,273,28,0.0,23,86,15.6,3
1,299,26,0.0,22,97,5.04,3
1,245,21,0.0,22,91,10.8,3
3,207,28,0.0,16,95,6.72,3
2,287,21,0.0,11,88,13.2,3
1,209,29,0.0,10,79,21.84,3
1,265,30,0.0,1,84,16.68,3
2,254,26,0.0,18,82,19.2,3
1,275,30,0.0,10,81,19.92,3
2,291,21,0.0,5,96,5.28,3
3,227,22,0.0,6,83,17.76,3
1,235,25,0.0,19,91,10.68,3
3,218,23,0.0,2,98,3.24,3
1,211,24,0.0,16,94,7.68,3
2,270,30,0.0,22,89,12.72,3
2,287,30,0.0,11,88,13.2,3
3,251,25,0.0,17,71,29.76,3
1,224,29,0.0,21,86,15.48,3
2,231,29,0.0,17,78,23.04,3
3,291,27,0.0,15,76,24.84,3
2,272,29,0.0,6,84,16.8,3
1,299,22,0.0,3,91,9.96,3
2,257,29,0.0,2,80,20.52,3
2,259,30,0.0,6,95,6.24,3
1,290,26,0.0,12,74,26.64,3
2,225,28,0.0,12,75,25.68,3
1,238,30,0.0,15,97,4.68,3
3,294,26,0.0,13,93,8.52,3
1,236,30,0.0,1,88,12.84,3
1,268,27,0.0,18,93,8.64,3
2,297,30,0.0,2,98,3.24,3
1,239,23,0.0,2,77,23.4,3
3,233,29,0.0,23,94,7.92,3
1,228,24,0.0,6,75,25.44,3
1,230,24,0.0,19,93,8.76,3
3,291,21,0.0,4,95,6.24,3
1,263,28,0.0,1,76,24.36,3
3,266,28,0.0,18,80,21.12,3
1,283,21,0.0,11,80,20.88,3
3,271,28,0.0,19,94,7.8,3
3,247,29,0.0,20,82,19.32,3
3,247,30,0.0,16,91,10.56,3
2,234,22,0.0,12,97,4.56,3
2,201,27,0.0,14,84,17.16,3
3,284,30,0.0,12,71,29.52,3
1,270,28,0.0,19,86,15.48,3
1,227,21,0.0,24,83,18.48,3
2,275,23,0.0,20,84,17.4,3
1,227,30,0.0,19,98,3.96,3
3,267,28,0.0,13,86,15.24,3
2,230,26,0.0,21,71,29.88,3
1,289,27,0.0,10,93,8.4,3
3,236,23,0.0,10,83,18.0,3
3,263,21,0.0,11,100,1.68,3
3,281,21,0.0,16,84,17.28,3
3,248,26,0.0,12,97,4.56,3
3,210,24,0.0,3,99,2.28,3
1,226,25,0.0,21,78,23.16,3
1,259,22,0.0,5,90,11.04,3
1,229,25,0.0,15,91,10.44,3
2,300,22,0.0,6,87,13.92,3
2,212,27,0.0,19,96,5.88,3
2,256,28,0.0,11,82,18.96,3
3,220,27,0.0,1,86,14.76,3
3,217,24,0.0,18,90,11.52,3
1,252,21,0.0,10,91,10.32,3
1,258,30,0.0,14,73,27.72,3
3,210,23,0.0,23,93,8.88,3
3,226,22,0.0,12,91,10.32,3
2,287,22,0.0,8,90,11.16,3
3,261,29,0.0,15,93,8.52,3
2,255,25,0.0,18,76,24.96,3
1,243,25,0.0,3,82,18.6,3
3,279,28,0.0,3,89,11.88,3
3,297,21,0.0,20,100,2.04,3
2,259,23,0.0,3,71,29.16,3
3,214,22,0.0,18,90,11.52,3
1,204,26,0.0,12,100,1.68,3
1,217,21,0.0,15,98,3.72,3
2,235,24,0.0,13,72,28.68,3
1,285,26,0.0,2,78,22.44,3
3,228,24,0.0,8,81,19.8,3
2,277,29,0.0,9,71,29.4,3
2,247,24,0.0,9,91,10.2,3
2,291,27,0.0,16,76,24.96,3
2,279,29,0.0,24,85,16.56,3
2,225,23,0.0,8,97,4.44,3
1,279,29,0.0,5,88,12.96,3
1,296,25,0.0,19,89,12.6,3
3,269,24,0.0,23,87,14.64,3
3,202,24,0.0,6,82,18.72,3
2,269,21,0.0,6,77,23.52,3
1,201,24,0.0,9,87,14.04,3
1,251,24,0.0,2,78,22.44,3
3,203,27,0.0,5,90,11.04,3
1,222,22,0.0,23,78,23.28,3
3,283,24,0.0,16,90,11.52,3
3,264,25,0.0,3,80,20.52,3
2,278,22,0.0,20,71,29.88,3
1,260,24,0.0,13,82,19.08,3
2,243,28,0.0,7,97,4.44,3
3,226,24,0.0,18,79,22.08,3
2,205,24,0.0,16,84,17.28,3
1,215,28,0.0,14,73,27.72,3
2,249,29,0.0,23,93,8.88,3
1,296,27,0.0,2,98,3.24,3
2,272,28,0.0,18,94,7.68,3
2,214,22,0.0,11,78,22.8,3
3,246,24,0.0,23,86,15.6,3
1,255,22,0.0,9,75,25.56,3
2,234,26,0.0,1,88,12.84,3
2,207,27,0.0,5,82,18.72,3
1,269,26,0.0,13,99,2.76,3
1,218,25,0.0,22,95,6.96,3
2,228,26,0.0,2,75,25.32,3
2,230,30,0.0,13,72,28.68,3
3,205,25,0.0,3,82,18.6,3
1,266,28,0.0,20,87,14.52,3
2,268,22,0.0,17,99,2.88,3
1,218,23,0.0,19,97,4.92,3
2,204,22,0.0,22,74,27.12,3
3,201,29,0.0,5,74,26.4,3
2,240,25,0.0,11,75,25.68,3
2,247,22,0.0,14,75,25.8,3
2,246,24,0.0,8,91,10.2,3
3,254,30,0.0,19,79,22.2,3
3,255,27,0.0,14,77,23.88,3
1,220,28,0.0,7,86,15.0,3
2,240,23,0.0,6,88,12.96,3
1,263,21,0.0,1,100,1.0,3
3,279,26,0.0,11,83,18.0,3
1,218,21,0.0,19,92,9.72,3
3,296,21,0.0,23,85,16.56,3
3,206,25,0.0,14,79,21.96,3
3,214,29,0.0,5,89,12.0,3
3,261,29,0.0,12,77,23.76,3
1,264,29,0.0,23,83,18.48,3
2,277,21,0.0,22,96,6.0,3
1,297,25,0.0,7,96,5.4,3
2,298,26,0.0,9,78,22.68,3
3,292,30,0.0,3,79,21.48,3
3,297,21,0.0,21,97,4.92,3
2,238,28,0.0,1,75,25.32,3
1,266,29,0.0,18,81,20.16,3
1,233,22,0.0,24,97,5.04,3
1,214,26,0.0,22,83,18.48,3
2,245,29,0.0,22,74,27.12,3
2,239,26,0.0,11,71,29.52,3
3,262,28,0.0,19,94,7.8,3
3,285,25,0.0,7,78,22.68,3
2,300,26,0.0,17,79,22.08,3
1,227,23,0.0,24,77,24.24,3
3,212,24,0.0,13,96,5.64,3
1,294,22,0.0,8,80,20.76,3
1,262,26,0.0,20,72,28.92,3
3,220,29,0.0,5,74,26.4,3
1,254,23,0.0,15,80,21.0,3
1,230,21,0.0,18,87,14.4,3
3,211,23,0.0,12,90,11.28,3
2,236,28,0.0,24,74,27.12,3
3,231,28,0.0,13,98,3.72,3
3,272,23,0.0,13,85,16.2,3
1,221,29,0.0,17,81,20.16,3
2,297,26,0.0,24,71,30.0,3
1,257,29,0.0,23,87,14.64,3
3,201,27,0.0,15,89,12.36,3
1,265,22,0.0,5,76,24.48,3
1,227,29,0.0,22,74,27.12,3
3,275,27,0.0,1,80,20.52,3
2,262,21,0.0,24,72,29.04,3
1,283,25,0.0,13,71,29.64,3
3,207,27,0.0,21,72,28.92,3
1,284,26,0.0,6,71,29.28,3
2,224,23,0.0,5,85,15.84,3
1,284,21,0.0,20,75,26.04,3
1,224,24,0.0,22,90,11.76,3
2,248,24,0.0,1,94,7.08,3
3,241,23,0.0,17,94,7.68,3
2,291,28,0.0,17,74,26.88,3
3,222,21,0.0,19,89,12.6,3
1,293,23,0.0,16,82,19.2,3
2,262,22,0.0,21,79,22.2,3
3,235,28,0.0,6,93,8.16,3
3,235,27,0.0,9,85,15.96,3
2,268,28,0.0,14,95,6.6,3
1,214,25,0.0,3,85,15.72,3
1,279,25,0.0,12,71,29.52,3
3,206,29,0.0,5,78,22.56,3
1,261,24,0.0,12,75,25.68,3
3,286,29,0.0,21,97,4.92,3
2,223,23,0.0,5,72,28.32,3
2,251,29,0.0,22,91,10.8,3
2,213,28,0.0,4,71,29.28,3
1,204,25,0.0,11,95,6.48,3
1,205,23,0.0,17,99,2.88,3
3,300,22,0.0,3,88,12.84,3
1,286,23,0.0,24,86,15.6,3
2,299,30,0.0,9,90,11.16,3
1,286,21,0.0,1,73,27.24,3
1,241,25,0.0,2,93,8.04,3
2,265,30,0.0,23,90,11.76,3
3,211,22,0.0,19,80,21.24,3
1,281,29,0.0,4,72,28.32,3
3,264,28,0.0,13,88,13.32,3
1,223,21,0.0,2,86,14.76,3
2,203,25,0.0,22,83,18.48,3
1,282,26,0.0,6,96,5.28,3
3,243,30,0.0,20,84,17.4,3
3,245,30,0.0,6,82,18.72,3
3,278,24,0.0,6,86,14.88,3
2,254,27,0.0,14,91,10.44,3
3,286,22,0.0,8,76,24.6,3
2,275,26,0.0,13,95,6.6,3
1,290,24,0.0,3,82,18.6,3
3,215,27,0.0,15,96,5.64,3
3,261,24,0.0,6,72,28.32,3
1,226,30,0.0,13,76,24.84,3
2,244,28,0.0,24,100,2.16,3
1,231,26,0.0,19,98,3.96,3
3,231,24,0.0,20,94,7.8,3
1,205,22,0.0,9,86,15.0,3
2,249,22,0.0,4,87,13.92,3
3,248,29,0.0,24,87,14.64,3
2,263,21,0.0,20,72,28.92,3
1,299,30,0.0,6,87,13.92,3
3,226,23,0.0,18,79,22.08,3
1,210,30,0.0,4,98,3.36,3
3,292,28,0.0,7,75,25.56,3
2,253,23,0.0,1,96,5.16,3
2,213,27,0.0,23,84,17.52,3
2,247,30,0.0,20,86,15.48,3
2,255,23,0.0,14,93,8.52,3
3,225,30,0.0,19,71,29.88,3
3,226,22,0.0,22,75,26.16,3
1,271,29,0.0,22,81,20.4,3
2,259,21,0.0,6,96,5.28,3
1,241,24,0.0,23,84,17.52,3
3,256,28,0.0,6,93,8.16,3
3,272,21,0.0,10,76,24.72,3
2,272,30,0.0,20,73,27.96,3
3,289,29,0.0,5,83,17.76,3
3,267,22,0.0,13,88,13.32,3
1,226,21,0.0,16,74,26.88,3
3,281,26,0.0,20,78,23.16,3
1,269,21,0.0,23,76,25.2,3
1,250,23,0.0,15,88,13.32,3
2,293,30,0.0,14,73,27.72,3
1,250,22,0.0,13,92,9.48,3
1,267,27,0.0,5,95,6.24,3
1,271,30,0.0,17,79,22.08,3
2,288,23,0.0,21,93,8.76,3
2,233,21,0.0,24,82,19.44,3
1,259,25,0.0,15,71,29.64,3
3,233,22,0.0,1,90,10.92,3
3,266,30,0.0,23,89,12.72,3
2,288,21,0.0,23,86,15.6,3
1,224,29,0.0,14,87,14.28,3
3,285,29,0.0,14,79,21.96,3
2,248,27,0.0,19,77,24.12,3
1,281,24,0.0,17,100,1.92,3
3,234,22,0.0,11,89,12.24,3
2,209,30,0.0,7,80,20.76,3
1,201,28,0.0,13,77,23.88,3
3,210,25,0.0,7,79,21.72,3
2,201,25,0.0,16,90,11.52,3
3,239,23,0.0,9,99,2.52,3
3,202,24,0.0,19,80,21.24,3
3,232,30,0.0,16,99,2.88,3
1,292,30,0.0,19,79,22.2,3
2,210,26,0.0,8,95,6.36,3
3,209,23,0.0,10,75,25.68,3
3,209,30,0.0,2,80,20.52,3
2,258,30,0.0,17,100,1.92,3
3,259,26,0.0,19,81,20.28,3
1,293,22,0.0,22,78,23.28,3
3,277,21,0.0,10,80,20.88,3
2,268,30,0.0,19,76,25.08,3
1,218,25,0.0,18,73,27.84,3
1,284,26,0.0,14,84,17.16,3
3,266,24,0.0,19,88,13.56,3
3,217,23,0.0,24,91,10.8,3
2,242,29,0.0,12,76,24.72,3
3,241,28,0.0,21,72,28.92,3
1,214,24,0.0,7,98,3.48,3
3,240,23,0.0,13,86,15.24,3
2,216,21,0.0,15,93,8.52,3
3,275,28,0.0,11,84,17.04,3
2,288,26,0.0,8,76,24.6,3
3,281,25,0.0,5,73,27.36,3
2,216,25,0.0,15,90,11.4,3
3,209,26,0.0,24,72,29.04,3
3,236,25,0.0,21,89,12.6,3
3,261,29,0.0,6,79,21.6,3
2,283,23,0.0,22,85,16.56,3
3,252,27,0.0,12,89,12.24,3
2,225,28,0.0,23,93,8.88,3
2,242,27,0.0,19,84,17.4,3
2,225,29,0.0,12,76,24.72,3
2,208,26,0.0,5,79,21.6,3
2,270,28,0.0,10,86,15.12,3
2,225,29,0.0,4,89,12.0,3
1,232,27,0.0,1,97,4.2,3
1,285,29,0.0,3,84,16.68,3
1,269,26,0.0,23,91,10.8,3
3,235,25,0.0,4,81,19.68,3
1,256,22,0.0,9,90,11.16,3
3,230,27,0.0,20,96,5.88,3
2,285,24,0.0,21,78,23.16,3
3,207,21,0.0,14,90,11.4,3
3,294,24,0.0,7,89,12.12,3
3,215,27,0.0,13,76,24.84,3
1,269,24,0.0,22,73,28.08,3
3,244,30,0.0,20,98,3.96,3
3,232,25,0.0,17,80,21.12,3
3,207,24,0.0,1,71,29.16,3
3,208,21,0.0,3,87,13.8,3
2,208,27,0.0,6,75,25.44,3
3,280,27,0.0,4,95,6.24,3
2,300,22,0.0,15,100,1.8,3
1,210,27,0.0,11,80,20.88,3
3,291,24,0.0,23,73,28.08,3
2,295,26,0.0,16,98,3.84,3
1,271,23,0.0,2,99,2.28,3
1,280,24,0.0,19,72,28.92,3
2,218,25,0.0,1,79,21.48,3
1,218,29,0.0,12,83,18.0,3
2,272,24,0.0,1,84,16.68,3
3,297,22,0.0,16,77,24.0,3
2,229,29,0.0,11,86,15.12,3
2,274,22,0.0,23,90,11.76,3
1,255,22,0.0,7,93,8.28,3
3,261,30,0.0,4,79,21.6,3
2,261,26,0.0,7,75,25.56,3
2,261,22,0.0,4,97,4.32,3
3,224,27,0.0,2,87,13.8,3
1,221,25,0.0,21,96,5.88,3
2,205,23,0.0,7,71,29.4,3
3,281,24,0.0,12,83,18.0,3
1,280,24,0.0,10,77,23.76,3
2,245,22,0.0,21,83,18.36,3
1,222,28,0.0,14,75,25.8,3
1,279,30,0.0,19,79,22.2,3
2,261,25,0.0,19,79,22.2,3
2,205,25,0.0,24,81,20.4,3
1,201,21,0.0,3,96,5.16,3
3,255,29,0.0,5,77,23.52,3
2,217,24,0.0,4,100,1.44,3
1,228,30,0.0,18,81,20.16,3
2,296,22,0.0,1,87,13.8,3
1,257,28,0.0,23,96,6.0,3
2,239,28,0.0,2,95,6.12,3
2,287,21,0.0,12,77,23.76,3
2,242,21,0.0,22,92,9.84,3
3,205,30,0.0,9,71,29.4,3
3,286,28,0.0,2,75,25.32,3
1,214,22,0.0,5,92,9.12,3
1,202,21,0.0,20,94,7.8,3
3,273,28,0.0,16,87,14.4,3
3,299,27,0.0,22,82,19.44,3
1,244,30,0.0,21,92,9.72,3
2,299,25,0.0,23,77,24.24,3
1,288,26,0.0,15,99,2.76,3
2,234,27,0.0,16,86,15.36,3
1,269,21,0.0,4,78,22.56,3
1,241,29,0.0,17,72,28.8,3
2,221,21,0.0,22,90,11.76,3
2,250,28,0.0,13,80,21.0,3
3,204,23,0.0,20,79,22.2,3
3,289,30,0.0,6,86,14.88,3
2,218,30,0.0,21,84,17.4,3
1,283,26,0.0,16,96,5.76,3
3,248,27,0.0,24,90,11.76,3
1,223,25,0.0,5,83,17.76,3
3,266,25,0.0,5,83,17.76,3
2,211,27,0.0,13,98,3.72,3
3,298,29,0.0,16,73,27.84,3
2,249,25,0.0,15,92,9.48,3
1,262,23,0.0,15,78,22.92,3
3,214,26,0.0,21,93,8.76,3
1,259,23,0.0,5,96,5.28,3
1,260,30,0.0,19,99,3.0,3
2,263,25,0.0,1,81,19.56,3
3,272,26,0.0,6,91,10.08,3
2,253,22,0.0,8,78,22.68,3
1,290,23,0.0,8,95,6.36,3
1,244,29,0.0,6,84,16.8,3
1,214,23,0.0,24,97,5.04,3
1,218,22,0.0,9,100,1.56,3
2,221,25,0.0,3,76,24.36,3
1,281,29,0.0,13,87,14.28,3
3,221,28,0.0,18,81,20.16,3
1,269,23,0.0,3,98,3.24,3
1,281,26,0.0,18,84,17.28,3
2,244,30,0.0,2,88,12.84,3
2,215,26,0.0,17,89,12.48,3
1,231,29,0.0,8,76,24.6,3
3,233,27,0.0,20,99,3.0,3
3,259,21,0.0,7,99,2.52,3
3,226,26,0.0,23,94,7.92,3
1,208,23,0.0,13,95,6.6,3
2,214,27,0.0,15,91,10.44,3
1,249,29,0.0,22,96,6.0,3
1,281,23,0.0,11,100,1.68,3
2,266,26,0.0,6,77,23.52,3
3,207,30,0.0,7,99,2.52,3
2,257,26,0.0,16,100,1.92,3
1,283,27,0.0,20,73,27.96,3
3,293,25,0.0,21,73,27.96,3
1,239,22,0.0,23,80,21.36,3
1,209,26,0.0,15,89,12.36,3
3,297,28,0.0,12,73,27.6,3
3,261,27,0.0,16,94,7.68,3
1,254,21,0.0,15,91,10.44,3
2,292,26,0.0,6,73,27.36,3
3,285,29,0.0,13,77,23.88,3
3,269,22,0.0,4,93,8.16,3
3,249,24,0.0,18,89,12.48,3
1,271,25,0.0,24,98,4.08,3
3,277,30,0.0,18,71,29.76,3
1,216,22,0.0,22,77,24.24,3
1,260,27,0.0,5,93,8.16,3
2,262,27,0.0,8,73,27.48,3
1,267,24,0.0,21,85,16.44,3
2,263,24,0.0,5,94,7.2,3
1,293,22,0.0,17,71,29.76,3
2,214,21,0.0,1,91,9.96,3
3,225,22,0.0,13,84,17.16,3
3,213,30,0.0,7,85,15.96,3
1,266,21,0.0,24,98,4.08,3
3,203,27,0.0,17,87,14.4,3
2,242,21,0.0,17,76,24.96,3
2,206,27,0.0,12,74,26.64,3
2,206,23,0.0,15,88,13.32,3
2,232,28,0.0,4,77,23.52,3
3,297,23,0.0,4,80,20.64,3
1,212,28,0.0,21,79,22.2,3
3,201,26,0.0,12,90,11.28,3
3,262,26,0.0,16,98,3.84,3
1,254,24,0.0,19,96,5.88,3
2,227,22,0.0,15,96,5.64,3
3,221,30,0.0,18,99,2.88,3
2,273,25,0.0,5,72,28.32,3
2,258,26,0.0,7,72,28.44,3
2,252,26,0.0,7,79,21.72,3
1,217,27,0.0,8,95,6.36,3
2,221,21,0.0,13,90,11.4,3
3,268,25,0.0,19,96,5.88,3
3,216,26,0.0,24,73,28.08,3
3,233,27,0.0,5,92,9.12,3
2,253,22,0.0,12,91,10.32,3
1,242,28,0.0,15,76,24.84,3
3,221,24,0.0,23,88,13.68,3
3,269,27,0.0,8,88,13.08,3
3,218,26,0.0,23,75,26.16,3
2,284,27,0.0,14,83,18.12,3
1,279,21,0.0,22,89,12.72,3
2,257,22,0.0,9,86,15.0,3
3,275,22,0.0,12,98,3.6,3
3,259,27,0.0,8,83,17.88,3
2,228,22,0.0,23,81,20.4,3
1,246,28,0.0,8,97,4.44,3
3,266,29,0.0,8,99,2.52,3
2,278,23,0.0,20,86,15.48,3
3,269,30,0.0,10,85,16.08,3
2,241,29,0.0,10,97,4.56,3
3,218,23,0.0,4,86,14.88,3
1,299,29,0.0,9,82,18.84,3
3,291,22,0.0,1,90,10.92,3
3,254,26,0.0,12,77,23.76,3
3,249,29,0.0,22,98,4.08,3
2,225,23,0.0,15,83,18.12,3
1,260,30,0.0,18,87,14.4,3
1,206,26,0.0,22,93,8.88,3
2,292,28,0.0,7,88,13.08,3
3,275,26,0.0,18,100,1.92,3
2,260,24,0.0,9,90,11.16,3
2,203,29,0.0,17,84,17.28,3
3,220,29,0.0,5,84,16.8,3
1,283,25,0.0,20,75,26.04,3
3,284,28,0.0,10,81,19.92,3
2,285,21,0.0,7,89,12.12,3
1,264,23,0.0,2,97,4.2,3
3,295,23,0.0,24,88,13.68,3
1,250,23,0.0,12,83,18.0,3
2,227,21,0.0,20,89,12.6,3
2,232,30,0.0,17,72,28.8,3
3,234,30,0.0,15,96,5.64,3
3,259,23,0.0,23,99,3.12,3
1,244,22,0.0,15,79,21.96,3
2,248,26,0.0,9,85,15.96,3
1,202,24,0.0,21,86,15.48,3
1,264,27,0.0,11,91,10.32,3
3,249,28,0.0,10,74,26.64,3
3,228,24,0.0,24,84,17.52,3
2,263,30,0.0,2,75,25.32,3
3,277,29,0.0,3,83,17.64,3
3,203,27,0.0,14,99,2.76,3
3,234,28,0.0,1,89,11.88,3
2,240,28,0.0,12,91,10.32,3
2,284,27,0.0,14,92,9.48,3
2,296,27,0.0,20,77,24.12,3
1,250,28,0.0,21,95,6.84,3
2,263,26,0.0,22,87,14.64,3
2,255,25,0.0,4,75,25.44,3
1,217,22,0.0,8,71,29.4,3
3,233,24,0.0,3,79,21.48,3
2,271,22,0.0,20,71,29.88,3
2,292,25,0.0,21,72,28.92,3
2,260,26,0.0,5,93,8.16,3
1,222,26,0.0,4,74,26.4,3
3,282,26,0.0,19,72,28.92,3
